icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
a5cc12,1749490864.0,,1749498496,KEWR,UAL1539 ,,,1476,17,0,5
adda23,1749494141.0,KDTW,1749498430,KEWR,DAL2573 ,941.0,199.0,1322,9,1,5
aa276a,1749491662.0,CYHZ,1749498361,KEWR,RPA3596 ,4630.0,913.0,1541,24,0,5
a8955e,1749492750.0,KCHS,1749498282,KEWR,NKS2695 ,1181.0,145.0,599,5,0,5
c017ed,1749492013.0,CYYZ,1749498188,KEWR,JZA878  ,1828.0,55.0,1376,17,1,5
39cf07,1749470114.0,LFPG,1749498067,KEWR,AFR62P  ,3455.0,192.0,839,5,2,5
aa2ba5,1749489690.0,KPBI,1749497962,KEWR,UAL661  ,10015.0,840.0,1296,9,1,5
aa7f08,1749487170.0,MBPV,1749497869,KEWR,UAL1466 ,1205.0,35.0,2244,55,0,5
c060b3,1749492691.0,CYTZ,1749497759,KEWR,PTR2135 ,679.0,90.0,1848,40,1,5
a9238a,1749489981.0,KMCO,1749497666,KEWR,UAL1866 ,6182.0,389.0,1481,17,0,5
aa328f,1749491781.0,KSDF,1749497597,KEWR,RPA3412 ,1679.0,182.0,1335,17,2,5
495302,1749471060.0,LPPT,1749497513,KEWR,TAP201  ,1030.0,53.0,717,2,1,5
a2b12e,1749489060.0,,1749497412,KEWR,UAL727  ,,,1470,17,0,5
a10e23,1749487449.0,KDFW,1749497219,KEWR,UAL1180 ,1605.0,28.0,1662,32,5,5
a19691,1749493808.0,KBOS,1749497066,KEWR,RPA5841 ,1064.0,21.0,839,2,0,5
acdfa3,1749479822.0,KPDX,1749496973,KEWR,ASA294  ,269.0,9.0,373,13,2,5
a8d76b,1749465223.0,LFMN,1749496854,KEWR,UAL273  ,1054.0,41.0,315,2,0,5
a94ae5,1749485646.0,KDEN,1749496735,KEWR,UAL2058 ,4126.0,43.0,309,13,4,5
a39bfa,1749479176.0,KSFO,1749496504,KEWR,UAL2856 ,234.0,3.0,1623,40,0,5
a92dfc,1749467439.0,LFPG,1749496346,KEWR,UAL55   ,2115.0,50.0,1791,40,2,5
a4dad4,1749479440.0,KLAX,1749496288,KEWR,UAL1695 ,940.0,114.0,983,9,2,5
a94ae3,1749490366.0,KORD,1749496187,KEWR,UAL1205 ,3285.0,282.0,1475,17,1,5
478f47,1749465696.0,EKCH,1749496047,KEWR,SAS909  ,6051.0,375.0,1614,24,0,5
a85f20,1749478998.0,KSAN,1749495923,KEWR,UAL1353 ,2213.0,154.0,1360,17,2,5
a21679,1749463400.0,LIRF,1749495763,KEWR,UAL41   ,941.0,171.0,1953,47,0,5
a899a2,1749467702.0,EGLL,1749495547,KEWR,UAL17   ,1522.0,58.0,1508,24,2,5
a22539,1749478818.0,KSNA,1749495472,KEWR,UAL1900 ,1263.0,51.0,1298,9,0,5
a690de,1749480640.0,TJSJ,1749495371,KEWR,FDX64   ,2843.0,462.0,1890,47,1,5
aa0759,1749490533.0,KGRR,1749495296,KEWR,RPA3488 ,12414.0,1327.0,1525,24,2,5
a14700,1749468919.0,LPPR,1749495236,KEWR,UAL145  ,1890.0,105.0,367,2,1,5
a9fb2e,1749487805.0,KMCO,1749495088,KEWR,NKS2551 ,3287.0,214.0,498,5,0,5
a8b75f,1749462409.0,LIPZ,1749494904,KEWR,UAL169  ,1154.0,2.0,785,2,1,5
aac7ab,1749486789.0,,1749494842,KEWR,JBU1912 ,,,457,2,0,5
adb35c,1749477767.0,KLAX,1749494741,KEWR,JBU2074 ,656.0,60.0,1349,9,2,5
a0817f,1749476581.0,KSFO,1749494477,KEWR,UAL2033 ,221.0,11.0,1536,32,0,5
a11fc1,1749466279.0,LPFR,1749494399,KEWR,UAL282  ,1310.0,22.0,1589,32,0,5
a126e6,1749478868.0,MMMX,1749494309,KEWR,UAL1064 ,4728.0,238.0,1707,32,0,5
aa1c45,1749487160.0,KSTL,1749494247,KEWR,RPA3684 ,931.0,124.0,1693,32,1,5
c00b8a,1749490191.0,CYUL,1749494157,KEWR,JZA940  ,689.0,9.0,1660,32,0,5
a3133c,1749476048.0,KSFO,1749494061,KEWR,ASA292  ,197.0,11.0,1675,24,0,5
a46d4a,1749478111.0,KLAS,1749493988,KEWR,UAL583  ,1886.0,17.0,1128,5,1,5
a0a91e,1749468496.0,EINN,1749493907,KEWR,UAL271  ,3656.0,717.0,1995,55,0,5
a923a7,1749485858.0,,1749493822,KEWR,UAL1197 ,,,1068,5,0,5
a3973e,1749491257.0,,1749493752,KEWR,EJA330  ,,,1201,17,0,5
aa6bc0,1749464792.0,LEBL,1749493611,KEWR,UAL121  ,1752.0,49.0,303,5,0,5
aa818d,1749488707.0,CYQB,1749493487,KEWR,RPA3568 ,1274.0,100.0,1680,32,0,5
a6e767,1749490817.0,KIAD,1749493411,KEWR,GJS4187 ,1165.0,19.0,1920,47,2,5
aceb76,1749488330.0,KCVG,1749493344,KEWR,EDV5112 ,1963.0,145.0,493,2,2,5
aab001,1749463684.0,EDDF,1749493191,KEWR,UAL43   ,4455.0,65.0,1592,17,1,5
a7598c,1749474182.0,SKBO,1749493071,KEWR,UAL269  ,4780.0,194.0,1736,32,0,5
adbdc1,1749476079.0,KSEA,1749492981,KEWR,ASA280  ,215.0,17.0,397,13,3,5
a12798,1749478110.0,KPHX,1749492899,KEWR,UAL716  ,950.0,27.0,391,13,1,5
a92ddf,1749457005.0,,1749492771,KEWR,UAL736  ,,,374,2,0,5
a2bbac,1749483795.0,KFLL,1749492643,KEWR,UAL2376 ,1683.0,88.0,2167,55,2,5
a7fed0,1749486668.0,KCHA,1749492563,KEWR,NKS820  ,4641.0,698.0,1058,2,1,5
a8d3b4,1749457727.0,,1749492430,KEWR,UAL965  ,,,1582,32,0,5
a11fa3,1749475340.0,KLAX,1749492327,KEWR,UAL1850 ,1025.0,106.0,776,9,2,5
a45ba2,1749486367.0,KATL,1749492233,KEWR,DAL2322 ,1233.0,15.0,1243,9,1,5
406591,1749466098.0,EGLL,1749492117,KEWR,BAW185  ,1991.0,28.0,299,20,2,5
a39052,1749486468.0,KHXD,1749491946,KEWR,LXJ329  ,4074.0,413.0,1742,40,0,5
aa0909,1749486382.0,KORD,1749491833,KEWR,ENY3374 ,1800.0,107.0,1398,9,1,5
aa7f4e,1749482215.0,KIAH,1749491693,KEWR,UAL2606 ,2936.0,214.0,1341,9,0,5
440020,1749459279.0,LOWW,1749491542,KEWR,AUA89   ,376.0,99.0,1331,9,0,5
a7456c,1749483840.0,KMCO,1749491392,KEWR,JBU2028 ,3694.0,283.0,367,2,0,5
a71a0b,1749485735.0,,1749491122,KEWR,GJS4478 ,,,1696,40,0,5
a65847,1749488792.0,KDCA,1749490979,KEWR,GJS4442 ,1390.0,117.0,1642,40,0,5
a8d4f6,1749479790.0,KDEN,1749490865,KEWR,UAL2345 ,4256.0,36.0,1685,24,4,5
a05627,1749454339.0,LGAV,1749490722,KEWR,UAL125  ,7961.0,972.0,309,2,0,5
a449cb,1749484925.0,KORD,1749490425,KEWR,UAL2287 ,2474.0,160.0,1586,17,1,5
398699,1749460652.0,LFPO,1749490346,KEWR,DJT100  ,1799.0,96.0,1280,17,1,5
a754b5,1749458885.0,ESSA,1749490168,KEWR,UAL69   ,980.0,72.0,1319,2,0,5
a7f3ab,1749482520.0,KMCO,1749490098,KEWR,NKS2102 ,3668.0,313.0,370,5,0,5
c010e4,1749475307.0,CYYC,1749489926,KEWR,ACA584  ,3869.0,35.0,2085,47,1,5
a9046d,1749485280.0,KCLT,1749489854,KEWR,NKS2670 ,2298.0,267.0,1129,2,0,5
a10e46,1749483694.0,KATL,1749489655,KEWR,UAL538  ,1144.0,23.0,1719,24,1,5
a8f3c5,1749456220.0,LSZH,1749489568,KEWR,UAL135  ,753.0,96.0,1354,9,1,5
abdf3f,1749484431.0,KGSP,1749489482,KEWR,RPA3618 ,3083.0,384.0,2104,47,6,5
a9d4b5,1749483600.0,KSDF,1749489386,KEWR,RPA3304 ,1245.0,228.0,1441,17,2,5
478f43,1749459750.0,ESSA,1749489239,KEWR,SAS903  ,725.0,72.0,1552,17,0,5
aa7e9a,1749480690.0,4FL8,1749489144,KEWR,UAL2612 ,13026.0,1545.0,1151,2,1,5
a445ec,1749477949.0,KDEN,1749489081,KEWR,UAL1536 ,3643.0,47.0,416,20,4,5
a9ad36,1749482036.0,KMKE,1749488992,KEWR,RPA3693 ,1769.0,145.0,1631,24,0,5
ac5d61,1749484441.0,,1749488925,KEWR,UAL1844 ,,,802,5,0,5
4a91b3,1749460024.0,ENGM,1749488784,KEWR,SAS907  ,7077.0,790.0,1211,9,0,5
a4493a,1749479955.0,,1749488712,KEWR,UAL1988 ,,,309,13,0,5
a44585,1749475851.0,KAUS,1749488575,KEWR,UAL360  ,1251.0,20.0,1504,9,3,5
a07dcd,1749460741.0,EBMB,1749488451,KEWR,UAL995  ,418.0,83.0,844,5,2,5
a4493e,1749479780.0,KTPA,1749488357,KEWR,UAL2204 ,1602.0,30.0,360,13,1,5
aa4ee9,1749481997.0,KMSN,1749488147,KEWR,RPA3664 ,1644.0,179.0,655,5,2,5
a5cc35,1749478207.0,KIAH,1749488037,KEWR,UAL1886 ,2630.0,199.0,309,20,0,5
ade548,1749483824.0,KDTW,1749487907,KEWR,DAL2577 ,1154.0,222.0,1053,5,1,5
aa617c,1749482371.0,KHXD,1749487827,KEWR,RPA3469 ,3808.0,603.0,393,5,0,5
a2b45b,1749439865.0,KEWR,1749487728,KEWR,UAL216  ,499.0,17.0,1298,2,1,5
a73665,1749483797.0,KGSO,1749487642,KEWR,GJS4558 ,4715.0,609.0,2043,55,0,5
a05669,1749461807.0,LPPT,1749487496,KEWR,UAL65   ,3791.0,297.0,2068,40,2,5
ab6cb0,1749482355.0,KCHS,1749487433,KEWR,UAL674  ,2043.0,206.0,866,13,0,5
a10e8b,1749475446.0,,1749487339,KEWR,UAL1970 ,,,1414,17,0,5
a9fc34,1749483063.0,CYUL,1749487259,KEWR,RPA3583 ,1238.0,2.0,1807,40,0,5
a8dee0,1749460748.0,LEMD,1749487124,KEWR,UAL50   ,7672.0,137.0,2160,47,1,5
c0635c,1749482355.0,CYOW,1749487003,KEWR,PTR2335 ,1494.0,114.0,786,5,1,5
a3ca1a,1749476793.0,KDFW,1749486744,KEWR,AAL1796 ,1505.0,96.0,1498,17,2,5
c06dba,1749478692.0,CYHZ,1749486648,KEWR,PVL2567 ,7293.0,837.0,409,5,0,5
a9067b,1749455435.0,EDDB,1749486257,KEWR,UAL963  ,2338.0,40.0,1293,17,0,5
a35d73,1749480047.0,KATL,1749486137,KEWR,DAL1818 ,1185.0,15.0,1420,9,1,5
aa92ff,1749455477.0,EDDM,1749485968,KEWR,UAL31   ,2426.0,49.0,305,5,0,5
a2bba8,1749481770.0,KCLT,1749485825,KEWR,UAL402  ,4351.0,457.0,1345,9,0,5
aa92fc,1749455371.0,LIMC,1749485690,KEWR,UAL18   ,1400.0,51.0,312,5,2,5
a91b44,1749458199.0,EGLL,1749485463,KEWR,UAL905  ,1138.0,20.0,1786,32,2,5
aa7dd6,1749483164.0,KDCA,1749485362,KEWR,RPA3423 ,1457.0,102.0,1519,17,0,5
aa0ec7,1749480404.0,CYYZ,1749485197,KEWR,RPA3648 ,1822.0,47.0,1914,40,1,5
a16ebc,1749477497.0,KMCO,1749485098,KEWR,UAL2120 ,5769.0,565.0,1638,40,0,5
a7d751,1749481760.0,KPIT,1749485036,KEWR,NKS2652 ,1644.0,197.0,947,5,5,5
accd13,1749480742.0,KCLT,1749484919,KEWR,AAL1697 ,3160.0,366.0,1591,17,0,5
a146f9,1749458715.0,EGPH,1749484823,KEWR,UAL37   ,378.0,18.0,1352,17,0,5
a44560,1749481181.0,KBOS,1749484528,KEWR,UAL1219 ,850.0,21.0,1227,2,0,5
a11f59,1749482022.0,KIAD,1749484437,KEWR,UAL694  ,1166.0,19.0,589,2,2,5
a8c4d8,1749453737.0,LSGG,1749484199,KEWR,UAL957  ,2436.0,118.0,1280,9,1,5
a2b153,1749475285.0,KFLL,1749484092,KEWR,UAL2696 ,2059.0,134.0,1315,2,2,5
a24789,1749476580.0,KDSM,1749484003,KEWR,AAY431  ,992.0,81.0,729,13,0,5
acd5aa,1749474271.0,KMSY,1749483929,KEWR,NKS2283 ,302.0,1.0,748,5,1,5
a94b4b,1749478170.0,KORD,1749483801,KEWR,UAL2691 ,1065.0,61.0,1968,40,0,5
a77c11,1749455356.0,LEMG,1749483746,KEWR,UAL351  ,1231.0,8.0,1151,2,0,5
aad780,1749455362.0,LFPG,1749483520,KEWR,UAL56   ,2495.0,50.0,1146,2,2,5
a516f1,1749476265.0,KJAX,1749483375,KEWR,MAD427  ,1554.0,188.0,1632,32,0,5
a24c99,1749477317.0,KSAV,1749483175,KEWR,UAL1401 ,790.0,7.0,1645,17,1,5
a0a903,1749456670.0,LPPR,1749483059,KEWR,UAL239  ,1629.0,98.0,353,5,1,5
adac5a,1749477392.0,KSDF,1749482843,KEWR,NKS2733 ,1717.0,334.0,882,5,3,5
a1aa10,1749458250.0,EIDW,1749482691,KEWR,UAL22   ,2157.0,43.0,2064,55,1,5
a5ce02,1749471018.0,KSAT,1749482579,KEWR,UAL2233 ,932.0,126.0,648,5,1,5
a1d18f,1749454208.0,EHAM,1749482416,KEWR,UAL71   ,1368.0,57.0,1939,40,0,5
a83781,1749471090.0,KIAH,1749482305,KEWR,UAL1797 ,4110.0,199.0,372,5,0,5
a38d36,1749474443.0,KMSP,1749482069,KEWR,DAL2864 ,1394.0,292.0,1463,17,1,5
a333ae,1749473654.0,KMIA,1749481949,KEWR,AAL1801 ,2536.0,127.0,1774,32,1,5
a94bff,1749474278.0,KMCO,1749481708,KEWR,UAL1227 ,6500.0,405.0,1051,5,0,5
a8dd7b,1749453600.0,EGLL,1749481513,KEWR,UAL883  ,1302.0,20.0,1635,32,2,5
a7ef49,1749473012.0,KSRQ,1749481193,KEWR,N610FP  ,11320.0,1728.0,1698,32,0,5
c0636c,1749476735.0,CYTZ,1749481016,KEWR,PTR2127 ,197.0,75.0,1446,17,1,5
a3b796,1749474930.0,KATL,1749480766,KEWR,DAL2397 ,900.0,15.0,389,5,1,5
a650d9,1749478013.0,KDCA,1749480399,KEWR,GJS4408 ,1625.0,117.0,1460,24,0,5
add790,1749474160.0,KBNA,1749480049,KEWR,NKS2485 ,2498.0,145.0,1273,2,0,5
a9d86c,1749471970.0,KMSP,1749479828,KEWR,RPA3680 ,1549.0,315.0,1167,2,1,5
a99744,1749470070.0,KIAH,1749479753,KEWR,NKS2063 ,2120.0,107.0,1373,9,0,5
a923ef,1749475399.0,KDTW,1749479444,KEWR,UAL440  ,1602.0,146.0,1241,2,1,5
a71654,1749476624.0,KRIC,1749479359,KEWR,GJS4493 ,3396.0,429.0,1070,9,3,5
abacb6,1749471715.0,KMSP,1749479219,KEWR,SCX233  ,1824.0,307.0,362,13,0,5
ab2c8e,1749475312.0,KRDU,1749478994,KEWR,UAL1030 ,1330.0,141.0,1696,32,1,5
a35ab8,1749475135.0,KRDU,1749478581,KEWR,EDV5120 ,1445.0,149.0,854,2,1,5
ac59aa,1749471786.0,KSTL,1749478439,KEWR,UAL1511 ,174.0,101.0,466,5,1,5
a44938,1749472834.0,KBNA,1749478348,KEWR,UAL2091 ,2711.0,84.0,1447,17,0,5
a94b08,1749472675.0,KORD,1749478198,KEWR,UAL563  ,1062.0,61.0,456,20,0,5
a8955e,1749469470.0,KMIA,1749478133,KEWR,NKS2693 ,2316.0,111.0,346,5,1,5
c03dac,1749473521.0,CYYZ,1749478038,KEWR,JZA874  ,2214.0,55.0,507,5,1,5
a12f72,1749467536.0,KAUS,1749477947,KEWR,UAL1760 ,1463.0,35.0,1255,2,3,5
a38633,1749473286.0,KCLT,1749477860,KEWR,AAL1782 ,2729.0,313.0,1051,5,0,5
a2bb83,1749474480.0,KBOS,1749477757,KEWR,UAL2016 ,841.0,21.0,1015,5,0,5
a9a97f,1749473121.0,KCMH,1749477683,KEWR,RPA3527 ,1143.0,79.0,1387,17,0,5
aa7ec2,1749468813.0,KMIA,1749477597,KEWR,UAL446  ,3272.0,142.0,1570,32,1,5
0101de,1749436952.0,,1749477476,KEWR,MSR987  ,,,1402,17,0,5
ab540d,1749467370.0,KMSY,1749477418,KEWR,UAL1508 ,298.0,6.0,942,5,1,5
aa141e,1749471669.0,KORD,1749477355,KEWR,ENY4333 ,1081.0,61.0,368,5,0,5
a44940,1749464830.0,,1749477234,KEWR,UAL1472 ,,,373,13,0,5
a44982,1749467207.0,KDFW,1749477083,KEWR,UAL1847 ,1303.0,66.0,429,13,3,5
a2ab73,1749471944.0,KCVG,1749476926,KEWR,AAY361  ,2018.0,206.0,376,13,2,5
a123e2,1749468280.0,KTPA,1749476842,KEWR,UAL2628 ,1314.0,7.0,372,13,2,5
a8c759,1749470073.0,KATL,1749476725,KEWR,FFT1158 ,1197.0,15.0,375,2,1,5
a448d7,1749467378.0,KFLL,1749476549,KEWR,UAL1336 ,1621.0,81.0,2183,55,2,5
c035bf,1749471876.0,CYUL,1749476484,KEWR,JZA938  ,689.0,17.0,1360,9,0,5
a645b4,1749473160.0,KBUF,1749476399,KEWR,GJS4402 ,763.0,52.0,1693,40,3,5
a5d68a,1749464345.0,,1749476322,KEWR,UAL240  ,,,393,13,0,5
a8a0d9,1749472928.0,KPIT,1749476244,KEWR,RPA3560 ,2021.0,212.0,1497,24,5,5
a12f2a,1749465789.0,KIAH,1749476026,KEWR,UAL2467 ,3075.0,206.0,1458,9,0,5
a441ac,1749472298.0,KCLE,1749475874,KEWR,UAL2053 ,2945.0,269.0,892,5,5,5
a2e045,1749467779.0,KPBI,1749475769,KEWR,UAL2114 ,9530.0,832.0,1725,24,1,5
ac523c,1749467805.0,KMCI,1749475598,KEWR,UAL1049 ,4581.0,517.0,1426,17,5,5
a79821,1749467708.0,KTPA,1749475525,KEWR,JBU2274 ,1594.0,7.0,1414,17,1,5
7380c5,1749434473.0,LLBG,1749475350,KEWR,ELY025  ,2578.0,96.0,1925,40,1,5
ab4f5d,1749467055.0,KPBI,1749475259,KEWR,JBU444  ,6573.0,580.0,658,5,1,5
a36ea8,1749469069.0,KATL,1749475049,KEWR,DAL2325 ,1215.0,7.0,1674,24,1,5
aa276a,1749467490.0,KMEM,1749474860,KEWR,RPA3642 ,2425.0,338.0,683,5,2,5
aa7668,1749469265.0,KIND,1749474658,KEWR,RPA3501 ,4182.0,442.0,807,13,2,5
a82a06,1749468046.0,KBHM,1749474578,KEWR,NKS427  ,11037.0,1257.0,1380,9,0,5
a9b0ed,1749470402.0,,1749474469,KEWR,RPA3420 ,,,1123,2,0,5
a8856d,1749467920.0,KORD,1749473986,KEWR,UAL1658 ,1071.0,61.0,304,13,0,5
a12f70,1749469680.0,KRDU,1749473870,KEWR,UAL410  ,1810.0,156.0,1538,24,1,5
a46d95,1749470701.0,KBOS,1749473778,KEWR,UAL515  ,843.0,21.0,1352,9,0,5
a445ee,1749468635.0,KCLT,1749473549,KEWR,UAL659  ,2458.0,290.0,1491,9,0,5
aa7f48,1749466265.0,KJAX,1749473417,KEWR,UAL1321 ,1578.0,166.0,1259,9,0,5
a9ffeb,1749468920.0,CYYZ,1749473305,KEWR,RPA3435 ,1819.0,55.0,796,5,1,5
a2c574,1749467851.0,KTYS,1749473033,KEWR,AAY1396 ,708.0,5.0,1449,17,3,5
a2b112,1749464235.0,,1749472838,KEWR,UAL1254 ,,,1614,24,0,5
ac66d5,1749468616.0,KDTW,1749472763,KEWR,DAL2566 ,1156.0,222.0,323,2,1,5
a97d43,1749463920.0,KFLL,1749472618,KEWR,NKS2068 ,2080.0,103.0,365,2,1,5
a85d00,1749467131.0,KIND,1749472488,KEWR,RPA3567 ,5744.0,557.0,1441,17,2,5
a83e86,1749463840.0,KFLL,1749472404,KEWR,JBU306  ,1666.0,111.0,323,2,2,5
a5cf82,1749466183.0,KATL,1749472157,KEWR,UAL447  ,1148.0,15.0,429,5,1,5
a46d4e,1749463816.0,KSRQ,1749471926,KEWR,UAL1309 ,9802.0,1004.0,1759,40,0,5
aa7f27,1749464199.0,KMCO,1749471598,KEWR,UAL2607 ,3608.0,260.0,1112,2,0,5
aa328f,1749468132.0,KPIT,1749471440,KEWR,RPA3688 ,1485.0,174.0,698,9,4,5
c06080,1749466810.0,CYYZ,1749471351,KEWR,ACA1390 ,683.0,62.0,1688,47,1,5
aa0b10,1749465343.0,KSDF,1749471087,KEWR,RPA3594 ,2261.0,228.0,1392,24,3,5
a290f3,1749420560.0,OMDB,1749470782,KEWR,UAL163  ,3012.0,232.0,1330,17,0,5
a24c77,1749467063.0,KCLE,1749470639,KEWR,UAL601  ,3414.0,391.0,1295,17,5,5
a05a03,1749451961.0,KSFO,1749470536,KEWR,UAL567  ,189.0,3.0,1080,17,0,5
c0635e,1749466065.0,CYTZ,1749470481,KEWR,PTR2121 ,228.0,75.0,1418,24,1,5
a8d4cc,1749465006.0,KSAV,1749470382,KEWR,UAL2266 ,565.0,7.0,980,9,1,5
aa1635,1749465066.0,KCMH,1749470279,KEWR,RPA3559 ,1293.0,124.0,1075,9,0,5
aa8c39,1749454275.0,KLAX,1749470098,KEWR,UAL2372 ,632.0,60.0,315,9,2,5
a39c62,1749444374.0,,1749470021,KEWR,UAL887  ,,,352,17,0,5
aa1c45,1749464680.0,SC58,1749469587,KEWR,RPA3516 ,3056.0,472.0,828,9,6,5
aa23b3,1749464289.0,KCVG,1749469427,KEWR,RPA3673 ,1554.0,130.0,834,9,2,5
aa3646,1749467140.0,KDCA,1749469374,KEWR,RPA3475 ,577.0,41.0,421,9,0,5
aa7f03,1749451645.0,KSEA,1749469269,KEWR,UAL299  ,1091.0,12.0,1409,24,2,5
aa88fb,1749464029.0,14MI,1749469193,KEWR,RPA3606 ,6158.0,541.0,1112,9,3,5
aa52a0,1749463470.0,CYQB,1749469048,KEWR,RPA3703 ,1156.0,78.0,1435,32,0,5
a2b17a,1749453666.0,KLAS,1749468925,KEWR,UAL406T ,1562.0,5.0,1724,40,1,5
a6496b,1749464853.0,KBUF,1749468858,KEWR,GJS4181 ,175.0,60.0,1179,24,3,5
a2b154,1749451985.0,KSMF,1749468756,KEWR,UAL2435 ,2103.0,144.0,1557,32,5,5
aa2ba5,1749463816.0,KCHS,1749468653,KEWR,UAL1289 ,2425.0,184.0,1469,24,0,5
a7fed0,1749461282.0,KMCO,1749468373,KEWR,NKS2117 ,2387.0,260.0,589,2,0,5
801666,1749409766.0,VIDP,1749468236,KEWR,AIC105  ,4617.0,365.0,1024,17,1,5
ac5d61,1749464149.0,KPWM,1749468072,KEWR,UAL2295 ,615.0,37.0,648,9,3,5
abdf3f,1749464014.0,CYOW,1749467960,KEWR,RPA3629 ,1692.0,76.0,1140,9,0,5
a9238a,1749464490.0,KORF,1749467876,KEWR,UAL1525 ,1660.0,220.0,393,2,1,5
aa7dd6,1749464164.0,CYUL,1749467788,KEWR,RPA3456 ,866.0,47.0,1487,40,0,5
a44963,1749450136.0,KPDX,1749467687,KEWR,UAL1802 ,1722.0,5.0,1118,2,3,5
a69894,1749456188.0,,1749467624,KEWR,JBU594  ,,,1064,9,0,5
a73665,1749464469.0,KDCA,1749467534,KEWR,GJS4167 ,1068.0,71.0,1341,32,0,5
a1d0a3,1749464144.0,KBOS,1749467444,KEWR,RPA5835 ,1057.0,13.0,1124,9,0,5
a6d27b,1749463452.0,KGSO,1749467364,KEWR,GJS4618 ,5688.0,701.0,807,17,0,5
a448d6,1749463794.0,KBOS,1749467226,KEWR,UAL1833 ,787.0,21.0,1520,24,0,5
a1ca21,1749449596.0,KSFO,1749467115,KEWR,UAL737  ,258.0,11.0,531,2,0,5
a12403,1749443434.0,PANC,1749467009,KEWR,UAL363  ,1056.0,8.0,1266,9,7,5
aa617c,1749463503.0,KPIT,1749466945,KEWR,RPA3608 ,1883.0,296.0,1221,17,5,5
a09fc4,1749410883.0,FAOR,1749466827,KEWR,UAL187  ,4409.0,195.0,309,9,2,5
a880c8,1749463667.0,KROC,1749466614,KEWR,RPA3547 ,571.0,58.0,1096,17,1,5
a72ef7,1749463910.0,KRIC,1749466544,KEWR,GJS4192 ,4746.0,581.0,1592,47,3,5
aa6533,1749463266.0,VT25,1749466427,KEWR,RPA3418 ,3673.0,600.0,1151,17,6,5
a70aa1,1749449041.0,KSFO,1749466317,KEWR,ASA374  ,286.0,19.0,1554,32,0,5
a9ad36,1749463834.0,NY72,1749466258,KEWR,RPA3644 ,7328.0,1188.0,1347,17,2,5
a5cc12,1749447788.0,SKBO,1749466184,KEWR,UAL559  ,1875.0,110.0,1392,24,1,5
a12a7c,1749452028.0,KPHX,1749466099,KEWR,UAL1375 ,959.0,50.0,1720,32,1,5
a1efe7,1749448159.0,KSEA,1749464896,KEWR,ASA274  ,873.0,35.0,1392,17,2,5
a7d751,1749460749.0,,1749464789,KEWR,NKS2650 ,,,1381,24,0,5
a86920,1749461688.0,KAGC,1749464620,KEWR,N641BW  ,4615.0,479.0,1140,17,0,5
a923a7,1749447737.0,CYVR,1749464454,KEWR,UAL1652 ,1387.0,64.0,299,5,0,5
ad9e73,1749447547.0,KLAX,1749463721,KEWR,JBU1574 ,633.0,83.0,386,9,2,5
a12734,1749447200.0,KSAN,1749463366,KEWR,UAL1827 ,1387.0,139.0,347,5,2,5
a27c78,1749434640.0,,1749462438,KEWR,UAL83   ,,,309,9,0,5
aa2ba2,1749445657.0,KLAX,1749462239,KEWR,UAL3027 ,759.0,60.0,309,5,2,5
ac733b,1749448836.0,KSLC,1749462055,KEWR,DAL2038 ,779.0,31.0,348,5,1,5
a74e7a,1749444780.0,KLAX,1749461759,KEWR,ASA282  ,1164.0,137.0,785,2,2,5
76cce7,1749397658.0,WSSS,1749461572,KEWR,SIA22   ,2642.0,145.0,1080,9,2,5
aad012,1749429567.0,SBGR,1749461418,KEWR,UAL148  ,3694.0,523.0,301,9,0,5
a44560,1749450364.0,KDEN,1749461209,KEWR,UAL2642 ,3902.0,28.0,401,5,4,5
adac5a,1749445710.0,KLAS,1749461067,KEWR,NKS2731 ,933.0,28.0,376,5,1,5
a1515b,1749445833.0,KPHX,1749460634,KEWR,AAL2156 ,955.0,65.0,307,9,1,5
aa75ef,1749443905.0,KSFO,1749460344,KEWR,UAL676  ,203.0,3.0,839,2,0,5
7380ca,1749419355.0,LLBG,1749460150,KEWR,ELY027  ,2452.0,88.0,315,9,1,5
a12f08,1749445253.0,,1749459899,KEWR,UAL339  ,,,1696,40,0,5
a24c99,1749442971.0,KSNA,1749459504,KEWR,UAL1061 ,1244.0,51.0,1285,17,0,5
a2bba8,1749446113.0,TJSJ,1749459083,KEWR,UAL2219 ,4560.0,378.0,1151,9,1,5
a4bcaa,1749423539.0,,1749458939,KEWR,N404NA  ,,,1784,47,0,5
a94b48,1749449239.0,,1749457947,KEWR,UAL1703 ,,,594,2,0,5
a3ca43,1749428588.0,EDDK,1749457786,KEWR,UPS208  ,685.0,76.0,323,9,1,5
a05626,1749415868.0,LLBG,1749456761,KEWR,UAL91   ,2029.0,88.0,1686,40,1,5
ac23c6,1749451436.0,KCVG,1749455935,KEWR,CSB841  ,1569.0,214.0,1616,47,2,5
a73dfe,1749450750.0,KEWR,1749454284,KEWR,JBU874  ,1698.0,17.0,1714,17,1,5
aa7e9a,1749442025.0,,1749454271,KEWR,UAL1162 ,,,986,9,0,5
ad2f71,1749438873.0,TJSJ,1749452082,KEWR,JBU1990 ,3571.0,454.0,391,9,1,5
